1	0.01914754028742512
2	0.015430597898860773
3	0.012309086302088367
4	0.01016975918577777
5	0.011806468556945523
6	0.014367182273417711
7	0.012967192464404635
8	0.012731024322824346
9	0.012442172918882635
10	0.013845357888688644
11	0.01760052718843023
12	0.014053838327527046
13	0.014095223663995663
14	0.018399770707926817
15	0.014840961278726658
16	0.013601311741189824
17	0.016981640727155738
18	0.018528977046824165
19	0.013912666589021683
20	0.01138958086570104
21	0.009782553624568714
22	0.01044494074044956
23	0.01004044059664011
24	0.013024316531502537
25	0.010539369140234258
26	0.0108980149962008
27	0.015099532229618894
28	0.014531354626847638
29	0.012557231665899357
30	0.0100078199369212
31	0.011864092045774063
32	0.013383151963353157
33	0.008614356422589885
34	0.011214716566933526
35	0.0152130420319736
36	0.010951478862100177
37	0.008596411854442623
38	0.009919649662656916
39	0.012906784191727638
40	0.015966087786687747
41	0.014712379676186375
42	0.011094947267944614
43	0.009134800483783087
44	0.010166194082962142
45	0.009445433349659046
46	0.01407183168662919
47	0.011959480276952187
48	0.009623625988347663
49	0.012093403117938174
50	0.009186136432819896
